exp_id,household_id,food_expense,education_expense,health_expense,transport_expense
EXP090942,HH090942,2622,3583,2779,4372
EXP090943,HH090943,4678,3033,855,2153
EXP090944,HH090944,14749,6489,4563,4500
EXP090945,HH090945,14414,347,4025,3421
EXP090946,HH090946,13391,3641,4953,1375
EXP090947,HH090947,5806,402,2387,1966
EXP090948,HH090948,14634,2257,4242,4886
EXP090949,HH090949,12165,3132,4673,5447
EXP090950,HH090950,2600,7026,4901,2316
EXP090951,HH090951,12673,361,3987,6516
EXP090952,HH090952,12717,2266,4812,2633
EXP090953,HH090953,9105,5968,3582,4532
EXP090954,HH090954,12971,640,2026,2014
EXP090955,HH090955,6590,5121,371,752
EXP090956,HH090956,13603,1155,1092,1931
EXP090957,HH090957,4311,2621,4744,5749
EXP090958,HH090958,8562,6816,2622,3445
EXP090959,HH090959,7425,1601,1473,5138
EXP090960,HH090960,7666,5052,4547,4926
EXP090961,HH090961,5473,5582,233,658
EXP090962,HH090962,9415,7326,4316,6573
EXP090963,HH090963,3776,1853,2662,4172
EXP090964,HH090964,5629,637,1524,5184
EXP090965,HH090965,4355,6287,4215,1054
EXP090966,HH090966,11152,6881,1299,834
EXP090967,HH090967,5162,4921,2562,3414
EXP090968,HH090968,6196,7040,692,5098
EXP090969,HH090969,3181,7933,3938,3506
EXP090970,HH090970,8105,240,2585,4635
EXP090971,HH090971,3652,4534,1659,1000
EXP090972,HH090972,4547,4300,1976,4753
EXP090973,HH090973,6198,5133,4550,6386
EXP090974,HH090974,7778,7272,461,4673
EXP090975,HH090975,3735,554,2303,3894
EXP090976,HH090976,9391,7285,2564,5691
EXP090977,HH090977,9128,6776,4889,5822
EXP090978,HH090978,5403,131,651,1017
EXP090979,HH090979,10038,682,4776,6089
EXP090980,HH090980,3714,836,959,6022
EXP090981,HH090981,11473,404,1295,1922
EXP090982,HH090982,3775,6018,2367,1902
EXP090983,HH090983,10936,5428,72,3927
EXP090984,HH090984,5680,1314,3938,6990
EXP090985,HH090985,14787,6791,2954,5781
EXP090986,HH090986,9025,947,332,2173
EXP090987,HH090987,7265,5932,4403,6645
EXP090988,HH090988,5244,3971,1457,827
EXP090989,HH090989,2633,6081,475,4078
EXP090990,HH090990,5549,6002,1730,6291
EXP090991,HH090991,3762,4621,2600,5573
EXP090992,HH090992,2405,5848,3529,6481
EXP090993,HH090993,7241,2912,4987,710
EXP090994,HH090994,7968,2164,2893,5790
EXP090995,HH090995,4914,7978,580,644
EXP090996,HH090996,14131,1774,2569,5571
EXP090997,HH090997,8627,6225,399,2537
EXP090998,HH090998,4208,223,1814,6281
EXP090999,HH090999,12950,3064,4359,3473
EXP091000,HH091000,13895,7456,1358,6406
EXP091001,HH091001,8715,309,2646,4461
EXP091002,HH091002,13954,503,1119,3544
EXP091003,HH091003,3576,261,4404,6231
EXP091004,HH091004,10276,364,1358,1085
EXP091005,HH091005,7889,3020,4186,1776
EXP091006,HH091006,13593,6924,3595,2875
EXP091007,HH091007,11177,2266,1097,5457
EXP091008,HH091008,6157,2519,694,3893
EXP091009,HH091009,12678,6413,4062,586
EXP091010,HH091010,7470,5864,1375,5152
EXP091011,HH091011,12298,3146,2592,1708
EXP091012,HH091012,7611,6296,577,740
EXP091013,HH091013,5238,7120,184,5706
EXP091014,HH091014,11307,1242,1848,3207
EXP091015,HH091015,3683,5740,1134,870
EXP091016,HH091016,3313,3494,2316,5220
EXP091017,HH091017,2606,2949,4006,4244
EXP091018,HH091018,3089,652,4371,3602
EXP091019,HH091019,6413,1707,2352,4619
EXP091020,HH091020,11391,3302,1756,5085
EXP091021,HH091021,2656,1603,2233,3300
EXP091022,HH091022,11506,3984,73,6413
EXP091023,HH091023,5732,3593,1316,6156
EXP091024,HH091024,7958,3489,4818,5937
EXP091025,HH091025,3701,7260,2689,6191
EXP091026,HH091026,12068,2535,3250,2467
EXP091027,HH091027,8258,1218,4969,2734
EXP091028,HH091028,5675,1262,1497,3093
EXP091029,HH091029,10831,3031,3136,2058
EXP091030,HH091030,4794,3462,983,6917
EXP091031,HH091031,3498,6140,4878,3525
EXP091032,HH091032,12891,2804,1641,4098
EXP091033,HH091033,13527,6356,4406,4411
EXP091034,HH091034,8718,5902,1381,1285
EXP091035,HH091035,7302,2362,3396,812
EXP091036,HH091036,3261,2514,69,4119
EXP091037,HH091037,5430,3304,1331,4042
EXP091038,HH091038,12346,4311,741,1820
EXP091039,HH091039,11312,2406,775,1547
EXP091040,HH091040,9068,1718,3558,4932
EXP091041,HH091041,13440,2130,3927,1923
EXP091042,HH091042,7533,5725,100,3024
EXP091043,HH091043,3862,728,1654,6717
EXP091044,HH091044,4983,3697,3927,6761
EXP091045,HH091045,9435,4681,2188,6258
EXP091046,HH091046,13732,7382,360,3039
EXP091047,HH091047,13783,456,171,6986
EXP091048,HH091048,12775,5478,536,743
EXP091049,HH091049,13473,5563,4400,888
EXP091050,HH091050,5346,1479,1644,2589
EXP091051,HH091051,7337,6633,20,1333
EXP091052,HH091052,9422,1633,530,4559
EXP091053,HH091053,3167,3389,4125,4278
EXP091054,HH091054,4434,3080,337,4741
EXP091055,HH091055,9558,528,3573,689
EXP091056,HH091056,13283,6759,556,1275
EXP091057,HH091057,7899,899,1159,4964
EXP091058,HH091058,7694,6469,2640,4782
EXP091059,HH091059,12509,6270,3131,5111
EXP091060,HH091060,13115,7862,4661,2130
EXP091061,HH091061,5820,6522,1263,1110
EXP091062,HH091062,13772,501,2426,1397
EXP091063,HH091063,14762,3217,2391,6740
EXP091064,HH091064,2267,457,829,5409
EXP091065,HH091065,4530,3475,3650,5232
EXP091066,HH091066,5142,7917,3103,1889
EXP091067,HH091067,8885,6015,4397,1640
EXP091068,HH091068,7825,6940,181,5925
EXP091069,HH091069,7218,5986,4098,4108
EXP091070,HH091070,5750,3837,2668,5068
EXP091071,HH091071,4055,1179,375,2749
EXP091072,HH091072,12654,2997,2735,633
EXP091073,HH091073,10722,4390,1365,3907
EXP091074,HH091074,14426,2667,2897,3676
EXP091075,HH091075,12290,3487,3867,6878
EXP091076,HH091076,11511,5143,286,877
EXP091077,HH091077,7789,6394,4217,975
EXP091078,HH091078,12634,4441,1907,3422
EXP091079,HH091079,2496,6651,2476,593
EXP091080,HH091080,2450,7061,4660,3346
EXP091081,HH091081,2739,7582,1166,5797
EXP091082,HH091082,4310,2978,4551,2325
EXP091083,HH091083,3917,4913,1043,6918
EXP091084,HH091084,12413,3325,4033,3835
EXP091085,HH091085,4452,1196,1506,4764
EXP091086,HH091086,11089,5287,4776,2023
EXP091087,HH091087,7676,2247,2140,5805
EXP091088,HH091088,13699,6430,4419,1829
EXP091089,HH091089,3454,1004,4949,777
EXP091090,HH091090,14296,468,1566,6467
EXP091091,HH091091,10455,5871,1456,4763
EXP091092,HH091092,6484,7902,4946,3352
EXP091093,HH091093,14102,1659,1499,6357
EXP091094,HH091094,6338,3717,509,2849
EXP091095,HH091095,8301,1963,67,1913
EXP091096,HH091096,11197,1154,2817,2618
EXP091097,HH091097,14033,4238,2475,1234
EXP091098,HH091098,5140,3415,4055,1001
EXP091099,HH091099,3785,2402,2453,1922
EXP091100,HH091100,13175,1244,517,2907
EXP091101,HH091101,14537,356,3910,2872
EXP091102,HH091102,8154,2571,1098,5851
EXP091103,HH091103,2782,2578,1112,4991
EXP091104,HH091104,10276,4915,2604,1120
EXP091105,HH091105,4691,616,1482,4419
EXP091106,HH091106,13674,7657,3311,2737
EXP091107,HH091107,8377,1710,3405,3081
EXP091108,HH091108,12686,5383,72,6449
EXP091109,HH091109,7737,4513,2868,1687
EXP091110,HH091110,12775,35,3779,4373
EXP091111,HH091111,9278,3141,2268,2643
EXP091112,HH091112,3724,7988,1711,4465
EXP091113,HH091113,4289,2258,1293,5730
EXP091114,HH091114,2079,6768,819,4416
EXP091115,HH091115,7690,3954,989,5700
EXP091116,HH091116,11660,1282,823,2994
EXP091117,HH091117,2216,6291,3380,5045
EXP091118,HH091118,5089,3270,3831,3427
EXP091119,HH091119,2763,2867,1096,2641
EXP091120,HH091120,13046,6471,2495,4037
EXP091121,HH091121,7961,6734,17,6872
EXP091122,HH091122,2733,4047,614,2076
EXP091123,HH091123,14245,4197,3719,2390
EXP091124,HH091124,14609,596,3867,4419
EXP091125,HH091125,12902,5584,4986,6919
EXP091126,HH091126,5406,1,1422,2154
EXP091127,HH091127,14582,6931,1633,3722
EXP091128,HH091128,2158,3860,3564,673
EXP091129,HH091129,9805,3014,1624,6684
EXP091130,HH091130,11960,5133,1773,4198
EXP091131,HH091131,13161,290,2870,4443
EXP091132,HH091132,8352,1643,1449,6924
EXP091133,HH091133,6995,1108,4284,634
EXP091134,HH091134,11508,3236,171,6961
EXP091135,HH091135,4673,2410,4966,3893
EXP091136,HH091136,6166,5975,3909,1147
EXP091137,HH091137,11279,556,763,2766
EXP091138,HH091138,7500,815,4611,5806
EXP091139,HH091139,4977,2450,3904,2841
EXP091140,HH091140,6361,1983,301,2125
EXP091141,HH091141,2893,5747,3055,3434
EXP091142,HH091142,5286,5531,3110,1408
EXP091143,HH091143,6885,6994,3426,2749
EXP091144,HH091144,6598,4826,1014,6863
EXP091145,HH091145,8587,5752,663,5252
EXP091146,HH091146,11085,6516,2567,2782
EXP091147,HH091147,14155,5342,805,6014
EXP091148,HH091148,7915,6326,4834,6369
EXP091149,HH091149,9921,4977,2754,982
EXP091150,HH091150,14411,4495,3699,5432
EXP091151,HH091151,8121,2026,1323,3173
EXP091152,HH091152,2012,6806,4877,6986
EXP091153,HH091153,6786,5632,4236,2507
EXP091154,HH091154,2370,37,4889,2627
EXP091155,HH091155,7464,3398,2709,6638
EXP091156,HH091156,6953,5415,4876,2818
EXP091157,HH091157,10334,2276,1763,2665
EXP091158,HH091158,4646,7200,3695,3326
EXP091159,HH091159,11499,1342,1929,6906
EXP091160,HH091160,7377,2071,3780,781
EXP091161,HH091161,5197,3356,2448,1316
EXP091162,HH091162,8593,7498,432,6676
EXP091163,HH091163,9399,2796,1669,2926
EXP091164,HH091164,12306,5810,226,3968
EXP091165,HH091165,9962,3751,696,1319
EXP091166,HH091166,2057,2483,1986,745
EXP091167,HH091167,5603,3435,1936,3542
EXP091168,HH091168,7788,3355,2921,6121
EXP091169,HH091169,6212,4884,75,901
EXP091170,HH091170,9911,206,1766,1805
EXP091171,HH091171,8987,888,3083,763
EXP091172,HH091172,2616,3487,6,6019
EXP091173,HH091173,8442,1416,2269,3430
EXP091174,HH091174,10235,7585,2319,4603
EXP091175,HH091175,9859,291,1710,678
EXP091176,HH091176,11791,6296,3449,5028
EXP091177,HH091177,14186,5853,1597,5914
EXP091178,HH091178,6238,955,824,2626
EXP091179,HH091179,3256,3467,2510,4784
EXP091180,HH091180,9407,6672,111,6755
EXP091181,HH091181,13046,4289,4812,2612
EXP091182,HH091182,12155,5377,1858,631
EXP091183,HH091183,2838,2879,1834,1053
EXP091184,HH091184,12825,1302,4070,1011
EXP091185,HH091185,4181,6287,3084,4960
EXP091186,HH091186,13650,4750,3746,5983
EXP091187,HH091187,10124,7735,4931,3291
EXP091188,HH091188,10429,5105,3579,1058
EXP091189,HH091189,4789,3892,1437,1203
EXP091190,HH091190,9495,3997,2200,6103
EXP091191,HH091191,7120,3039,3943,6747
EXP091192,HH091192,4383,208,947,2884
EXP091193,HH091193,14097,186,2635,6035
EXP091194,HH091194,2059,3678,2983,5711
EXP091195,HH091195,9069,1538,1612,2753
EXP091196,HH091196,14320,6317,2044,6987
EXP091197,HH091197,13971,6601,3791,868
EXP091198,HH091198,9053,1612,2616,6985
EXP091199,HH091199,7412,1954,727,4332
EXP091200,HH091200,14445,6614,834,4302
EXP091201,HH091201,4325,5909,278,3582
EXP091202,HH091202,13869,2077,4117,4608
EXP091203,HH091203,9549,3809,1907,873
EXP091204,HH091204,11139,3574,4524,3134
EXP091205,HH091205,13380,4900,74,2201
EXP091206,HH091206,5231,2817,431,5157
EXP091207,HH091207,8886,178,4323,6206
EXP091208,HH091208,14381,5745,2301,3488
EXP091209,HH091209,7622,2238,1691,6240
EXP091210,HH091210,2453,7735,3348,3467
EXP091211,HH091211,6807,2724,2873,2769
EXP091212,HH091212,7862,3718,795,3475
EXP091213,HH091213,13854,7376,1661,3686
EXP091214,HH091214,10323,2328,2960,5784
EXP091215,HH091215,7938,6536,1959,5026
EXP091216,HH091216,11488,5565,1918,3859
EXP091217,HH091217,3842,325,2793,6255
EXP091218,HH091218,5141,4604,4651,2559
EXP091219,HH091219,2276,7843,1553,1601
EXP091220,HH091220,7927,2419,3074,2366
EXP091221,HH091221,11142,5968,1367,1888
EXP091222,HH091222,10743,3428,2325,2088
EXP091223,HH091223,2888,2802,2341,1672
EXP091224,HH091224,12718,1267,4275,1881
EXP091225,HH091225,11953,4817,1805,4370
EXP091226,HH091226,12141,6708,1077,714
EXP091227,HH091227,13844,5556,1738,899
EXP091228,HH091228,14074,3703,2306,2389
EXP091229,HH091229,14121,4438,405,4119
EXP091230,HH091230,5776,6305,785,959
EXP091231,HH091231,13402,254,1641,568
EXP091232,HH091232,10606,5534,1738,2351
EXP091233,HH091233,5502,4057,4823,6647
EXP091234,HH091234,14717,5670,4010,5914
EXP091235,HH091235,6151,5307,4743,5078
EXP091236,HH091236,8846,3609,1298,6186
EXP091237,HH091237,6006,4009,3024,2342
EXP091238,HH091238,6653,5804,2147,3841
EXP091239,HH091239,6651,1707,3346,2618
EXP091240,HH091240,8789,5209,1070,4479
EXP091241,HH091241,11174,6639,1150,5752
EXP091242,HH091242,2541,2576,4506,6936
EXP091243,HH091243,3547,1757,3962,1027
EXP091244,HH091244,6732,4389,5,6028
EXP091245,HH091245,7642,6984,1389,5038
EXP091246,HH091246,12000,2941,4847,2305
EXP091247,HH091247,4987,4901,4639,1750
EXP091248,HH091248,9352,1601,1990,4622
EXP091249,HH091249,14892,2016,3934,6974
EXP091250,HH091250,12919,3447,27,964
EXP091251,HH091251,3940,6262,2550,4703
EXP091252,HH091252,12031,730,4707,695
EXP091253,HH091253,14887,1663,2961,2787
EXP091254,HH091254,5927,2342,4064,4897
EXP091255,HH091255,2625,5294,2192,6175
EXP091256,HH091256,12503,1126,822,5565
EXP091257,HH091257,9968,2042,4803,1804
EXP091258,HH091258,8131,1406,3187,919
EXP091259,HH091259,8691,3192,2282,1175
EXP091260,HH091260,12868,3346,3209,6112
EXP091261,HH091261,13798,566,2088,5044
EXP091262,HH091262,9636,1740,3982,5222
EXP091263,HH091263,3662,3166,2640,3560
EXP091264,HH091264,12805,4739,3527,2729
EXP091265,HH091265,9940,6647,1139,1842
EXP091266,HH091266,8154,3825,4155,1490
EXP091267,HH091267,4231,2325,4401,4316
EXP091268,HH091268,6665,204,2025,5999
EXP091269,HH091269,5407,1805,4241,4094
EXP091270,HH091270,6193,734,2338,2743
EXP091271,HH091271,4791,6072,3240,4788
EXP091272,HH091272,4874,7214,4794,2377
EXP091273,HH091273,11997,5802,4698,1862
EXP091274,HH091274,11231,5897,3949,5449
EXP091275,HH091275,9669,3155,4942,4400
EXP091276,HH091276,10247,1263,4556,2750
EXP091277,HH091277,4555,7017,4355,3362
EXP091278,HH091278,13661,6343,1967,2859
EXP091279,HH091279,14456,4400,1365,2798
EXP091280,HH091280,10709,5192,1843,4897
EXP091281,HH091281,7782,5600,3078,6395
EXP091282,HH091282,9741,5864,1370,2607
EXP091283,HH091283,5903,1727,868,2595
EXP091284,HH091284,12339,691,4431,3325
EXP091285,HH091285,7115,295,3828,589
EXP091286,HH091286,14258,7767,4297,6281
EXP091287,HH091287,4613,2214,4499,2159
EXP091288,HH091288,3299,2601,4786,4134
EXP091289,HH091289,7246,2615,3801,6653
EXP091290,HH091290,7176,4198,1609,1778
EXP091291,HH091291,5196,7878,3103,1321
EXP091292,HH091292,14914,3147,1672,4338
EXP091293,HH091293,2593,2056,4403,2504
EXP091294,HH091294,12508,7029,2252,3023
EXP091295,HH091295,14267,2247,1713,2792
EXP091296,HH091296,3294,521,1527,3747
EXP091297,HH091297,11912,6276,2126,1409
EXP091298,HH091298,8592,2079,3797,5836
EXP091299,HH091299,10520,4356,2348,528
EXP091300,HH091300,4654,751,943,3334
EXP091301,HH091301,3661,1875,2594,1442
EXP091302,HH091302,4260,3800,948,5244
EXP091303,HH091303,2124,629,2152,2288
EXP091304,HH091304,2942,809,4892,6794
EXP091305,HH091305,12783,4587,1212,4740
EXP091306,HH091306,4501,3667,896,3098
EXP091307,HH091307,3239,2045,3047,3092
EXP091308,HH091308,10418,2447,3352,5883
EXP091309,HH091309,7756,3053,2716,6263
EXP091310,HH091310,2831,7281,2249,1147
EXP091311,HH091311,2880,413,3947,1543
EXP091312,HH091312,9470,4563,3356,759
EXP091313,HH091313,3181,4989,550,2709
EXP091314,HH091314,10706,6896,2385,4234
EXP091315,HH091315,7784,2987,1762,1314
EXP091316,HH091316,6071,311,3176,2935
EXP091317,HH091317,13521,7378,1984,5442
EXP091318,HH091318,11293,2890,68,892
EXP091319,HH091319,11700,3020,284,3568
EXP091320,HH091320,11670,5473,834,3803
EXP091321,HH091321,9819,3020,1261,2719
EXP091322,HH091322,11020,4812,1159,5996
EXP091323,HH091323,6401,7946,588,2000
EXP091324,HH091324,10169,7349,2807,3202
EXP091325,HH091325,13984,1953,3204,1520
EXP091326,HH091326,10587,2099,3159,1760
EXP091327,HH091327,8222,5087,4024,5534
EXP091328,HH091328,8426,250,1050,5459
EXP091329,HH091329,3286,4357,1714,6900
EXP091330,HH091330,11828,2883,2787,3134
EXP091331,HH091331,14576,4215,494,5554
EXP091332,HH091332,12887,436,651,703
EXP091333,HH091333,4682,2645,633,3736
EXP091334,HH091334,10946,56,2829,2475
EXP091335,HH091335,4229,5434,2689,6143
EXP091336,HH091336,12670,1786,4688,3458
EXP091337,HH091337,10603,5151,1787,2278
EXP091338,HH091338,6626,3662,984,6418
EXP091339,HH091339,14215,7721,2126,3913
EXP091340,HH091340,4382,6002,1944,3272
EXP091341,HH091341,11512,3955,652,4776
EXP091342,HH091342,11326,1060,3750,6535
EXP091343,HH091343,3951,7432,2917,1943
EXP091344,HH091344,2069,7033,3804,3718
EXP091345,HH091345,13412,1730,2149,1955
EXP091346,HH091346,14219,5752,489,5261
EXP091347,HH091347,10485,988,2236,6059
EXP091348,HH091348,7654,7963,3094,5288
EXP091349,HH091349,8538,6320,2684,6423
EXP091350,HH091350,2089,3538,4815,3627
EXP091351,HH091351,10357,706,4448,2017
EXP091352,HH091352,12401,4312,390,659
EXP091353,HH091353,9410,3554,4149,4868
EXP091354,HH091354,4908,3334,1369,698
EXP091355,HH091355,8743,6720,3386,6621
EXP091356,HH091356,14144,3852,887,1005
EXP091357,HH091357,7016,7850,4397,5246
EXP091358,HH091358,10291,4843,3147,3682
EXP091359,HH091359,6367,7862,2758,2044
EXP091360,HH091360,6240,2167,4935,1763
EXP091361,HH091361,10955,4803,2842,3518
EXP091362,HH091362,3702,7121,3586,3590
EXP091363,HH091363,6439,7725,2993,1503
EXP091364,HH091364,6022,1751,595,2157
EXP091365,HH091365,8054,7007,4394,3854
EXP091366,HH091366,3885,5538,1332,1689
EXP091367,HH091367,8382,1765,1695,2139
EXP091368,HH091368,3716,4983,3891,2850
EXP091369,HH091369,7822,2665,4778,6890
EXP091370,HH091370,7912,3271,3952,6531
EXP091371,HH091371,3311,7980,3925,5655
EXP091372,HH091372,12297,7530,3859,4284
EXP091373,HH091373,9016,1316,3604,4963
EXP091374,HH091374,11986,600,3237,1997
EXP091375,HH091375,13308,3969,4006,5239
EXP091376,HH091376,13123,6296,4343,582
EXP091377,HH091377,10629,656,3533,3066
EXP091378,HH091378,5753,6226,4601,1793
EXP091379,HH091379,8700,533,1961,5383
EXP091380,HH091380,9631,5141,3714,1748
EXP091381,HH091381,4703,5731,4112,6377
EXP091382,HH091382,6373,4138,2669,6637
EXP091383,HH091383,4292,3383,1838,4199
EXP091384,HH091384,12882,973,555,3190
EXP091385,HH091385,5224,2226,3417,767
EXP091386,HH091386,4485,6491,501,2988
EXP091387,HH091387,4089,3918,520,6971
EXP091388,HH091388,5957,3106,2006,3469
EXP091389,HH091389,11875,41,1147,5264
EXP091390,HH091390,5902,3150,1016,1818
EXP091391,HH091391,2603,5323,4890,5141
EXP091392,HH091392,9055,4810,674,4279
EXP091393,HH091393,3371,6796,2583,4700
EXP091394,HH091394,3764,168,3350,790
EXP091395,HH091395,3250,182,4601,4461
EXP091396,HH091396,8618,7114,1941,5307
EXP091397,HH091397,9240,7734,263,1537
EXP091398,HH091398,4756,1353,56,6497
EXP091399,HH091399,7259,1157,4190,2666
EXP091400,HH091400,3337,1046,3761,3740
EXP091401,HH091401,2689,6037,132,6205
EXP091402,HH091402,11819,2716,3611,3569
EXP091403,HH091403,7873,2613,2827,3547
EXP091404,HH091404,6453,3675,4995,672
EXP091405,HH091405,9945,328,4424,977
EXP091406,HH091406,8934,3771,302,3414
EXP091407,HH091407,3934,7683,1065,2108
EXP091408,HH091408,11914,677,583,4256
EXP091409,HH091409,11925,4223,2193,2220
EXP091410,HH091410,8777,1205,1412,1045
EXP091411,HH091411,7131,6740,371,2016
EXP091412,HH091412,14706,5587,3056,1539
EXP091413,HH091413,8846,7970,1205,5863
EXP091414,HH091414,10154,5941,1145,1505
EXP091415,HH091415,11785,5409,2461,5981
EXP091416,HH091416,14058,1812,4093,5649
EXP091417,HH091417,3142,4698,1998,6383
EXP091418,HH091418,11989,3946,4799,5106
EXP091419,HH091419,13009,844,124,1658
EXP091420,HH091420,13181,2515,3471,2268
EXP091421,HH091421,3672,7888,3115,3905
EXP091422,HH091422,7506,5292,3890,920
EXP091423,HH091423,11177,6982,1779,5810
EXP091424,HH091424,13742,1129,4906,2479
EXP091425,HH091425,3392,4937,1045,5130
EXP091426,HH091426,2438,1947,3538,4962
EXP091427,HH091427,14336,3182,3871,3491
EXP091428,HH091428,13454,2781,4083,6769
EXP091429,HH091429,12837,1708,4227,1333
EXP091430,HH091430,10223,65,4342,3675
EXP091431,HH091431,8025,6607,4927,2515
EXP091432,HH091432,10666,3333,4382,1345
EXP091433,HH091433,4405,5651,652,6409
EXP091434,HH091434,12443,2349,3875,2940
EXP091435,HH091435,5412,1223,3279,6630
EXP091436,HH091436,2894,6294,1402,6263
EXP091437,HH091437,4918,1466,2107,1913
EXP091438,HH091438,3850,4740,1480,1011
EXP091439,HH091439,3471,2890,1922,3889
EXP091440,HH091440,5597,6412,1164,1084
EXP091441,HH091441,14874,454,1462,6390
EXP091442,HH091442,9488,4161,4220,2531
EXP091443,HH091443,4263,6484,4399,6644
EXP091444,HH091444,14041,321,3783,1359
EXP091445,HH091445,6938,5786,1815,5986
EXP091446,HH091446,10459,169,2239,5544
EXP091447,HH091447,9655,6501,2699,3768
EXP091448,HH091448,14109,4931,670,2212
EXP091449,HH091449,3351,7003,108,6101
EXP091450,HH091450,6373,7282,652,2098
EXP091451,HH091451,10053,7703,4554,5496
EXP091452,HH091452,14543,7165,1220,6386
EXP091453,HH091453,12131,6812,1663,2981
EXP091454,HH091454,14394,5635,4513,4849
EXP091455,HH091455,8235,6115,3400,1235
EXP091456,HH091456,14734,4472,2700,4143
EXP091457,HH091457,6419,238,875,6039
EXP091458,HH091458,13566,2355,931,4668
EXP091459,HH091459,9749,1400,1583,3206
EXP091460,HH091460,11187,2850,1354,3653
EXP091461,HH091461,7391,5220,1471,6551
EXP091462,HH091462,4073,5787,4948,1536
EXP091463,HH091463,9210,6965,1854,2748
EXP091464,HH091464,10759,3398,3742,2893
EXP091465,HH091465,9034,5406,2669,1750
EXP091466,HH091466,10935,5145,3109,6266
EXP091467,HH091467,8844,1306,1167,5360
EXP091468,HH091468,8968,4885,4484,4843
EXP091469,HH091469,6263,739,2065,2564
EXP091470,HH091470,9615,737,167,2967
EXP091471,HH091471,10575,605,2101,811
EXP091472,HH091472,5195,4020,3978,2137
EXP091473,HH091473,2695,1633,3474,6334
EXP091474,HH091474,9993,5004,4070,1639
EXP091475,HH091475,13426,4702,913,2945
EXP091476,HH091476,13229,6833,1068,5028
EXP091477,HH091477,5378,7959,980,6084
EXP091478,HH091478,6217,2031,4656,4350
EXP091479,HH091479,8395,281,4324,1581
EXP091480,HH091480,8229,5139,4824,1636
EXP091481,HH091481,4588,3809,342,5834
EXP091482,HH091482,4633,5063,2958,594
EXP091483,HH091483,2672,4813,4914,4255
EXP091484,HH091484,7607,1350,1376,6420
EXP091485,HH091485,3775,1139,3759,5872
EXP091486,HH091486,3579,6274,1405,5040
EXP091487,HH091487,8280,1610,4689,4643
EXP091488,HH091488,8315,3783,3069,5403
EXP091489,HH091489,10166,1292,3088,3858
EXP091490,HH091490,4717,5009,3072,6711
EXP091491,HH091491,12121,6681,4866,6445
EXP091492,HH091492,9674,584,2190,2551
EXP091493,HH091493,10992,1250,4119,3975
EXP091494,HH091494,4548,474,3706,2585
EXP091495,HH091495,12414,3425,1207,2946
EXP091496,HH091496,7591,1211,2367,4602
EXP091497,HH091497,8189,7274,161,1192
EXP091498,HH091498,12605,5445,4780,2101
EXP091499,HH091499,3965,2686,328,2965
EXP091500,HH091500,4588,2053,4472,2972
EXP091501,HH091501,3538,2134,4605,3979
EXP091502,HH091502,5915,5568,4561,609
EXP091503,HH091503,7398,7125,2453,6566
EXP091504,HH091504,8805,3435,3456,2293
EXP091505,HH091505,14503,68,2144,4362
EXP091506,HH091506,9297,2019,4451,6490
EXP091507,HH091507,7314,1742,1822,4881
EXP091508,HH091508,7487,4621,2601,1952
EXP091509,HH091509,3393,5287,4539,5939
EXP091510,HH091510,10853,3429,752,4529
EXP091511,HH091511,13796,1183,3986,4784
EXP091512,HH091512,12169,5682,1403,3467
EXP091513,HH091513,13839,1515,2132,4451
EXP091514,HH091514,7808,1467,3485,969
EXP091515,HH091515,11034,7443,2576,4444
EXP091516,HH091516,11531,2636,1300,3793
EXP091517,HH091517,8532,6053,3455,3523
EXP091518,HH091518,8601,7469,1020,6058
EXP091519,HH091519,7409,3766,908,2570
EXP091520,HH091520,6551,6441,1906,3880
EXP091521,HH091521,13087,6202,1900,5693
EXP091522,HH091522,5616,2113,1687,1049
EXP091523,HH091523,8329,2196,4805,6176
EXP091524,HH091524,11641,7592,214,6679
EXP091525,HH091525,9042,1673,1209,6345
EXP091526,HH091526,2475,1367,3300,1347
EXP091527,HH091527,14309,4897,2269,5799
EXP091528,HH091528,4430,5106,2207,3660
EXP091529,HH091529,12735,5594,2029,3787
EXP091530,HH091530,11315,6480,1577,5035
EXP091531,HH091531,6431,7124,4667,3298
EXP091532,HH091532,11560,1131,2396,3463
EXP091533,HH091533,2507,4320,4319,2040
EXP091534,HH091534,11658,6980,4566,3577
EXP091535,HH091535,11411,5677,680,5080
EXP091536,HH091536,14736,4758,440,5452
EXP091537,HH091537,2681,4625,1541,4823
EXP091538,HH091538,3524,274,613,5109
EXP091539,HH091539,5801,5605,2530,5169
EXP091540,HH091540,10228,2176,613,1175
EXP091541,HH091541,10252,5947,149,5722
EXP091542,HH091542,4437,3325,4409,3704
EXP091543,HH091543,12967,81,3702,1601
EXP091544,HH091544,3915,7885,4973,5114
EXP091545,HH091545,6876,1123,3918,1503
EXP091546,HH091546,8521,3560,3577,3598
EXP091547,HH091547,2121,1663,551,3613
EXP091548,HH091548,7966,2081,160,6345
EXP091549,HH091549,5715,220,3843,4827
EXP091550,HH091550,10085,508,4913,1998
EXP091551,HH091551,4866,2825,4679,6656
EXP091552,HH091552,13484,1451,4232,3495
EXP091553,HH091553,9790,7234,181,1731
EXP091554,HH091554,8765,7288,3029,2040
EXP091555,HH091555,2239,3464,4026,747
EXP091556,HH091556,5544,5546,1426,1470
EXP091557,HH091557,13484,3733,4054,3128
EXP091558,HH091558,11599,5767,3596,5828
EXP091559,HH091559,13375,5553,1306,4784
