income_id,household_id,monthly_income,income_source
INC075930,HH075930,22797,Salary
INC075931,HH075931,53273,Business
INC075932,HH075932,33713,Business
INC075933,HH075933,72350,Agriculture
INC075934,HH075934,90066,Salary
INC075935,HH075935,12612,Salary
INC075936,HH075936,104823,Agriculture
INC075937,HH075937,38346,Business
INC075938,HH075938,81623,Daily Wage
INC075939,HH075939,23631,Business
INC075940,HH075940,92267,Salary
INC075941,HH075941,46876,Business
INC075942,HH075942,84961,Daily Wage
INC075943,HH075943,100427,Daily Wage
INC075944,HH075944,97922,Salary
INC075945,HH075945,15307,Salary
INC075946,HH075946,33512,Daily Wage
INC075947,HH075947,18440,Salary
INC075948,HH075948,98370,Business
INC075949,HH075949,101691,Business
INC075950,HH075950,81119,Daily Wage
INC075951,HH075951,31447,Daily Wage
INC075952,HH075952,89853,Daily Wage
INC075953,HH075953,13219,Business
INC075954,HH075954,97632,Business
INC075955,HH075955,112700,Salary
INC075956,HH075956,53772,Daily Wage
INC075957,HH075957,39641,Business
INC075958,HH075958,47174,Salary
INC075959,HH075959,9682,Business
INC075960,HH075960,49857,Daily Wage
INC075961,HH075961,117266,Agriculture
INC075962,HH075962,61351,Business
INC075963,HH075963,48546,Salary
INC075964,HH075964,112762,Business
INC075965,HH075965,105923,Business
INC075966,HH075966,51901,Daily Wage
INC075967,HH075967,90837,Business
INC075968,HH075968,51780,Salary
INC075969,HH075969,32646,Business
INC075970,HH075970,119295,Agriculture
INC075971,HH075971,96599,Agriculture
INC075972,HH075972,35543,Business
INC075973,HH075973,19801,Daily Wage
INC075974,HH075974,68462,Agriculture
INC075975,HH075975,28786,Salary
INC075976,HH075976,20296,Business
INC075977,HH075977,8319,Agriculture
INC075978,HH075978,11271,Salary
INC075979,HH075979,109018,Agriculture
INC075980,HH075980,68945,Business
INC075981,HH075981,75503,Agriculture
INC075982,HH075982,109552,Daily Wage
INC075983,HH075983,40334,Agriculture
INC075984,HH075984,71776,Agriculture
INC075985,HH075985,119181,Business
INC075986,HH075986,111772,Agriculture
INC075987,HH075987,90331,Daily Wage
INC075988,HH075988,97089,Agriculture
INC075989,HH075989,19378,Salary
INC075990,HH075990,22116,Agriculture
INC075991,HH075991,65984,Business
INC075992,HH075992,97306,Salary
INC075993,HH075993,71403,Agriculture
INC075994,HH075994,112533,Business
INC075995,HH075995,110418,Daily Wage
INC075996,HH075996,34935,Daily Wage
INC075997,HH075997,58212,Agriculture
INC075998,HH075998,73374,Business
INC075999,HH075999,98921,Agriculture
INC076000,HH076000,10898,Salary
INC076001,HH076001,114693,Daily Wage
INC076002,HH076002,119498,Agriculture
INC076003,HH076003,101751,Agriculture
INC076004,HH076004,12960,Business
INC076005,HH076005,55292,Agriculture
INC076006,HH076006,111560,Salary
INC076007,HH076007,8531,Daily Wage
INC076008,HH076008,36454,Daily Wage
INC076009,HH076009,34987,Agriculture
INC076010,HH076010,47917,Daily Wage
INC076011,HH076011,33022,Daily Wage
INC076012,HH076012,42888,Agriculture
INC076013,HH076013,79211,Daily Wage
INC076014,HH076014,75766,Daily Wage
INC076015,HH076015,73805,Salary
INC076016,HH076016,94534,Daily Wage
INC076017,HH076017,118195,Daily Wage
INC076018,HH076018,34422,Daily Wage
INC076019,HH076019,55398,Business
INC076020,HH076020,80178,Daily Wage
INC076021,HH076021,112029,Agriculture
INC076022,HH076022,11379,Salary
INC076023,HH076023,105170,Business
INC076024,HH076024,10024,Agriculture
INC076025,HH076025,96752,Agriculture
INC076026,HH076026,8493,Salary
INC076027,HH076027,108860,Business
INC076028,HH076028,31834,Business
INC076029,HH076029,34492,Salary
INC076030,HH076030,115880,Salary
INC076031,HH076031,79329,Business
INC076032,HH076032,89895,Business
INC076033,HH076033,92973,Agriculture
INC076034,HH076034,119377,Business
INC076035,HH076035,33982,Business
INC076036,HH076036,16993,Business
INC076037,HH076037,74460,Salary
INC076038,HH076038,14199,Business
INC076039,HH076039,21127,Daily Wage
INC076040,HH076040,93523,Agriculture
INC076041,HH076041,57525,Daily Wage
INC076042,HH076042,8015,Agriculture
INC076043,HH076043,108299,Agriculture
INC076044,HH076044,88975,Business
INC076045,HH076045,79036,Salary
INC076046,HH076046,61405,Salary
INC076047,HH076047,104792,Salary
INC076048,HH076048,105113,Business
INC076049,HH076049,114421,Daily Wage
INC076050,HH076050,82656,Daily Wage
INC076051,HH076051,75731,Salary
INC076052,HH076052,28179,Business
INC076053,HH076053,8970,Agriculture
INC076054,HH076054,28244,Daily Wage
INC076055,HH076055,10215,Agriculture
INC076056,HH076056,14667,Daily Wage
INC076057,HH076057,83925,Daily Wage
INC076058,HH076058,18205,Salary
INC076059,HH076059,37169,Business
INC076060,HH076060,39825,Business
INC076061,HH076061,106193,Daily Wage
INC076062,HH076062,50839,Salary
INC076063,HH076063,72622,Business
INC076064,HH076064,83758,Business
INC076065,HH076065,58584,Agriculture
INC076066,HH076066,41340,Daily Wage
INC076067,HH076067,39260,Daily Wage
INC076068,HH076068,8517,Agriculture
INC076069,HH076069,61105,Salary
INC076070,HH076070,24930,Daily Wage
INC076071,HH076071,114194,Salary
INC076072,HH076072,33213,Salary
INC076073,HH076073,82681,Daily Wage
INC076074,HH076074,82539,Daily Wage
INC076075,HH076075,11744,Agriculture
INC076076,HH076076,85780,Business
INC076077,HH076077,64594,Agriculture
INC076078,HH076078,11289,Agriculture
INC076079,HH076079,35181,Agriculture
INC076080,HH076080,14127,Daily Wage
INC076081,HH076081,103671,Salary
INC076082,HH076082,77170,Salary
INC076083,HH076083,32118,Agriculture
INC076084,HH076084,19574,Agriculture
INC076085,HH076085,83441,Business
INC076086,HH076086,55777,Agriculture
INC076087,HH076087,119785,Business
INC076088,HH076088,83312,Agriculture
INC076089,HH076089,119731,Agriculture
INC076090,HH076090,41953,Salary
INC076091,HH076091,14090,Daily Wage
INC076092,HH076092,19540,Agriculture
INC076093,HH076093,33140,Daily Wage
INC076094,HH076094,76893,Daily Wage
INC076095,HH076095,47645,Business
INC076096,HH076096,53690,Agriculture
INC076097,HH076097,27444,Daily Wage
INC076098,HH076098,95528,Daily Wage
INC076099,HH076099,93126,Business
INC076100,HH076100,79885,Salary
INC076101,HH076101,101854,Agriculture
INC076102,HH076102,19451,Business
INC076103,HH076103,22648,Business
INC076104,HH076104,57783,Business
INC076105,HH076105,79084,Agriculture
INC076106,HH076106,69545,Daily Wage
INC076107,HH076107,118824,Daily Wage
INC076108,HH076108,18883,Agriculture
INC076109,HH076109,110862,Business
INC076110,HH076110,47220,Agriculture
INC076111,HH076111,100714,Salary
INC076112,HH076112,110991,Business
INC076113,HH076113,26927,Business
INC076114,HH076114,36903,Daily Wage
INC076115,HH076115,70439,Salary
INC076116,HH076116,57879,Business
INC076117,HH076117,80492,Salary
INC076118,HH076118,11457,Agriculture
INC076119,HH076119,50463,Salary
INC076120,HH076120,47461,Daily Wage
INC076121,HH076121,56846,Agriculture
INC076122,HH076122,29473,Agriculture
INC076123,HH076123,61174,Agriculture
INC076124,HH076124,57670,Business
INC076125,HH076125,103391,Business
INC076126,HH076126,35832,Agriculture
INC076127,HH076127,9440,Business
INC076128,HH076128,75161,Agriculture
INC076129,HH076129,34947,Business
INC076130,HH076130,107732,Agriculture
INC076131,HH076131,93301,Salary
INC076132,HH076132,81296,Daily Wage
INC076133,HH076133,115967,Business
INC076134,HH076134,116351,Business
INC076135,HH076135,70162,Daily Wage
INC076136,HH076136,37883,Business
INC076137,HH076137,45273,Business
INC076138,HH076138,63461,Agriculture
INC076139,HH076139,96007,Daily Wage
INC076140,HH076140,24119,Business
INC076141,HH076141,37484,Business
INC076142,HH076142,88760,Salary
INC076143,HH076143,102888,Salary
INC076144,HH076144,85161,Salary
INC076145,HH076145,28277,Business
INC076146,HH076146,75839,Daily Wage
INC076147,HH076147,99337,Salary
INC076148,HH076148,112154,Daily Wage
INC076149,HH076149,9155,Business
INC076150,HH076150,61339,Salary
INC076151,HH076151,9445,Daily Wage
INC076152,HH076152,73891,Business
INC076153,HH076153,63383,Agriculture
INC076154,HH076154,41570,Business
INC076155,HH076155,31110,Agriculture
INC076156,HH076156,103475,Salary
INC076157,HH076157,49339,Business
INC076158,HH076158,80928,Daily Wage
INC076159,HH076159,100905,Business
INC076160,HH076160,114223,Agriculture
INC076161,HH076161,19562,Agriculture
INC076162,HH076162,20677,Agriculture
INC076163,HH076163,110775,Daily Wage
INC076164,HH076164,85803,Business
INC076165,HH076165,49860,Business
INC076166,HH076166,26458,Salary
INC076167,HH076167,105390,Business
INC076168,HH076168,72598,Agriculture
INC076169,HH076169,46289,Salary
INC076170,HH076170,13713,Business
INC076171,HH076171,23949,Business
INC076172,HH076172,102380,Daily Wage
INC076173,HH076173,32579,Agriculture
INC076174,HH076174,41831,Agriculture
INC076175,HH076175,86912,Business
INC076176,HH076176,116429,Salary
INC076177,HH076177,15581,Salary
INC076178,HH076178,20161,Salary
INC076179,HH076179,112533,Salary
INC076180,HH076180,111247,Agriculture
INC076181,HH076181,50610,Business
INC076182,HH076182,114648,Daily Wage
INC076183,HH076183,116099,Daily Wage
INC076184,HH076184,65716,Agriculture
INC076185,HH076185,49485,Salary
INC076186,HH076186,78384,Salary
INC076187,HH076187,113565,Business
INC076188,HH076188,76203,Agriculture
INC076189,HH076189,9420,Salary
INC076190,HH076190,105733,Salary
INC076191,HH076191,96890,Salary
INC076192,HH076192,87097,Business
INC076193,HH076193,66823,Salary
INC076194,HH076194,119201,Business
INC076195,HH076195,104759,Daily Wage
INC076196,HH076196,60573,Agriculture
INC076197,HH076197,66930,Agriculture
INC076198,HH076198,11195,Business
INC076199,HH076199,69241,Daily Wage
INC076200,HH076200,53763,Business
INC076201,HH076201,20193,Salary
INC076202,HH076202,68386,Salary
INC076203,HH076203,66683,Daily Wage
INC076204,HH076204,9132,Business
INC076205,HH076205,79115,Agriculture
INC076206,HH076206,100384,Agriculture
INC076207,HH076207,56677,Daily Wage
INC076208,HH076208,91064,Business
INC076209,HH076209,8879,Agriculture
INC076210,HH076210,49386,Salary
INC076211,HH076211,31909,Daily Wage
INC076212,HH076212,30531,Daily Wage
INC076213,HH076213,81181,Agriculture
INC076214,HH076214,113062,Daily Wage
INC076215,HH076215,41278,Agriculture
INC076216,HH076216,83783,Daily Wage
INC076217,HH076217,9345,Daily Wage
INC076218,HH076218,9692,Daily Wage
INC076219,HH076219,87436,Daily Wage
INC076220,HH076220,46623,Business
INC076221,HH076221,119200,Salary
INC076222,HH076222,49466,Agriculture
INC076223,HH076223,15126,Business
INC076224,HH076224,78873,Salary
INC076225,HH076225,63487,Agriculture
INC076226,HH076226,88629,Salary
INC076227,HH076227,18147,Daily Wage
INC076228,HH076228,74229,Daily Wage
INC076229,HH076229,78873,Agriculture
INC076230,HH076230,94606,Agriculture
INC076231,HH076231,47611,Business
INC076232,HH076232,8290,Business
INC076233,HH076233,45435,Daily Wage
INC076234,HH076234,101624,Agriculture
INC076235,HH076235,115309,Agriculture
INC076236,HH076236,25230,Salary
INC076237,HH076237,35253,Daily Wage
INC076238,HH076238,93847,Agriculture
INC076239,HH076239,43332,Salary
INC076240,HH076240,90078,Daily Wage
INC076241,HH076241,23072,Daily Wage
INC076242,HH076242,8272,Daily Wage
INC076243,HH076243,36453,Business
INC076244,HH076244,74029,Agriculture
INC076245,HH076245,38225,Salary
INC076246,HH076246,71562,Agriculture
INC076247,HH076247,66943,Agriculture
INC076248,HH076248,55434,Agriculture
INC076249,HH076249,76211,Daily Wage
INC076250,HH076250,107975,Business
INC076251,HH076251,109443,Salary
INC076252,HH076252,23059,Agriculture
INC076253,HH076253,32788,Daily Wage
INC076254,HH076254,119251,Business
INC076255,HH076255,34732,Agriculture
INC076256,HH076256,26501,Daily Wage
INC076257,HH076257,66932,Agriculture
INC076258,HH076258,88399,Daily Wage
INC076259,HH076259,41229,Agriculture
INC076260,HH076260,34261,Daily Wage
INC076261,HH076261,35072,Salary
INC076262,HH076262,33661,Business
INC076263,HH076263,83633,Agriculture
INC076264,HH076264,71465,Business
INC076265,HH076265,12254,Business
INC076266,HH076266,24371,Agriculture
INC076267,HH076267,35283,Agriculture
INC076268,HH076268,86900,Business
INC076269,HH076269,67449,Business
INC076270,HH076270,86221,Salary
INC076271,HH076271,113727,Business
INC076272,HH076272,72605,Salary
INC076273,HH076273,104243,Business
INC076274,HH076274,84433,Salary
INC076275,HH076275,10733,Salary
INC076276,HH076276,40509,Business
INC076277,HH076277,116424,Agriculture
INC076278,HH076278,39974,Business
INC076279,HH076279,27900,Daily Wage
INC076280,HH076280,116159,Agriculture
INC076281,HH076281,102970,Agriculture
INC076282,HH076282,23345,Business
INC076283,HH076283,8034,Agriculture
INC076284,HH076284,78823,Agriculture
INC076285,HH076285,43826,Business
INC076286,HH076286,56543,Agriculture
INC076287,HH076287,27186,Daily Wage
INC076288,HH076288,112772,Business
INC076289,HH076289,58252,Salary
INC076290,HH076290,26877,Business
INC076291,HH076291,109311,Agriculture
INC076292,HH076292,87337,Business
INC076293,HH076293,101331,Business
INC076294,HH076294,52758,Business
INC076295,HH076295,28641,Agriculture
INC076296,HH076296,81196,Salary
INC076297,HH076297,91622,Daily Wage
INC076298,HH076298,75042,Business
INC076299,HH076299,28150,Daily Wage
INC076300,HH076300,12641,Daily Wage
INC076301,HH076301,21387,Business
INC076302,HH076302,64112,Business
INC076303,HH076303,32477,Agriculture
INC076304,HH076304,48172,Salary
INC076305,HH076305,86338,Business
INC076306,HH076306,76645,Salary
INC076307,HH076307,87617,Daily Wage
INC076308,HH076308,32656,Daily Wage
INC076309,HH076309,116793,Salary
INC076310,HH076310,74083,Business
INC076311,HH076311,23228,Business
INC076312,HH076312,26109,Business
INC076313,HH076313,105945,Salary
INC076314,HH076314,37079,Salary
INC076315,HH076315,19677,Agriculture
INC076316,HH076316,20132,Salary
INC076317,HH076317,75835,Salary
INC076318,HH076318,84083,Salary
INC076319,HH076319,104092,Agriculture
INC076320,HH076320,76164,Salary
INC076321,HH076321,8325,Salary
INC076322,HH076322,81112,Salary
INC076323,HH076323,67079,Daily Wage
INC076324,HH076324,85859,Salary
INC076325,HH076325,61683,Business
INC076326,HH076326,60792,Business
INC076327,HH076327,81012,Business
INC076328,HH076328,59350,Agriculture
INC076329,HH076329,28952,Salary
INC076330,HH076330,57315,Daily Wage
INC076331,HH076331,97695,Daily Wage
INC076332,HH076332,13920,Agriculture
INC076333,HH076333,35493,Salary
INC076334,HH076334,75292,Agriculture
INC076335,HH076335,94600,Daily Wage
INC076336,HH076336,52350,Agriculture
INC076337,HH076337,57021,Business
INC076338,HH076338,49817,Business
INC076339,HH076339,93019,Agriculture
INC076340,HH076340,16065,Business
INC076341,HH076341,100300,Agriculture
INC076342,HH076342,81281,Business
INC076343,HH076343,15833,Salary
INC076344,HH076344,50083,Agriculture
INC076345,HH076345,117547,Salary
INC076346,HH076346,100887,Salary
INC076347,HH076347,114484,Business
INC076348,HH076348,19513,Business
INC076349,HH076349,49546,Daily Wage
INC076350,HH076350,42844,Daily Wage
INC076351,HH076351,49194,Daily Wage
INC076352,HH076352,51892,Salary
INC076353,HH076353,23610,Salary
INC076354,HH076354,83426,Salary
INC076355,HH076355,84907,Business
INC076356,HH076356,84937,Business
INC076357,HH076357,42667,Salary
INC076358,HH076358,97406,Daily Wage
INC076359,HH076359,80816,Agriculture
INC076360,HH076360,8441,Daily Wage
INC076361,HH076361,117334,Agriculture
INC076362,HH076362,65695,Salary
INC076363,HH076363,52240,Salary
INC076364,HH076364,28051,Daily Wage
INC076365,HH076365,95357,Salary
INC076366,HH076366,89317,Daily Wage
INC076367,HH076367,64638,Agriculture
INC076368,HH076368,80606,Business
INC076369,HH076369,115805,Business
INC076370,HH076370,85367,Salary
INC076371,HH076371,79760,Business
INC076372,HH076372,22326,Business
INC076373,HH076373,26853,Agriculture
INC076374,HH076374,55264,Agriculture
INC076375,HH076375,111361,Daily Wage
INC076376,HH076376,43658,Business
INC076377,HH076377,75988,Business
INC076378,HH076378,13525,Business
INC076379,HH076379,113264,Business
INC076380,HH076380,60214,Daily Wage
INC076381,HH076381,84258,Salary
INC076382,HH076382,41034,Daily Wage
INC076383,HH076383,47802,Business
INC076384,HH076384,93978,Daily Wage
INC076385,HH076385,46603,Agriculture
INC076386,HH076386,26811,Agriculture
INC076387,HH076387,20620,Daily Wage
INC076388,HH076388,67806,Salary
INC076389,HH076389,109948,Business
INC076390,HH076390,90763,Salary
INC076391,HH076391,92943,Agriculture
INC076392,HH076392,9806,Daily Wage
INC076393,HH076393,8252,Business
INC076394,HH076394,25813,Business
INC076395,HH076395,19487,Agriculture
INC076396,HH076396,11904,Business
INC076397,HH076397,98419,Salary
INC076398,HH076398,76342,Daily Wage
INC076399,HH076399,112380,Daily Wage
INC076400,HH076400,13899,Agriculture
INC076401,HH076401,45315,Agriculture
INC076402,HH076402,51867,Salary
INC076403,HH076403,97477,Daily Wage
INC076404,HH076404,68357,Agriculture
INC076405,HH076405,90099,Business
INC076406,HH076406,52707,Agriculture
INC076407,HH076407,112297,Salary
INC076408,HH076408,57450,Business
INC076409,HH076409,27472,Salary
INC076410,HH076410,28998,Business
INC076411,HH076411,28884,Salary
INC076412,HH076412,62077,Daily Wage
INC076413,HH076413,99142,Agriculture
INC076414,HH076414,97123,Daily Wage
INC076415,HH076415,106358,Business
INC076416,HH076416,14215,Business
INC076417,HH076417,117282,Daily Wage
INC076418,HH076418,72322,Daily Wage
INC076419,HH076419,64925,Salary
INC076420,HH076420,28641,Business
INC076421,HH076421,76174,Business
INC076422,HH076422,15015,Business
INC076423,HH076423,37227,Business
INC076424,HH076424,11417,Agriculture
INC076425,HH076425,57179,Business
INC076426,HH076426,118447,Agriculture
INC076427,HH076427,117128,Salary
INC076428,HH076428,111602,Business
INC076429,HH076429,47607,Agriculture
INC076430,HH076430,80244,Business
INC076431,HH076431,11322,Agriculture
INC076432,HH076432,58905,Salary
INC076433,HH076433,45669,Salary
INC076434,HH076434,17869,Salary
INC076435,HH076435,108414,Agriculture
INC076436,HH076436,22820,Business
INC076437,HH076437,29054,Daily Wage
INC076438,HH076438,111399,Daily Wage
INC076439,HH076439,21674,Salary
INC076440,HH076440,49938,Business
INC076441,HH076441,19392,Daily Wage
INC076442,HH076442,42231,Business
INC076443,HH076443,27390,Business
INC076444,HH076444,44623,Daily Wage
INC076445,HH076445,26460,Daily Wage
INC076446,HH076446,78143,Salary
INC076447,HH076447,31933,Business
INC076448,HH076448,30974,Business
INC076449,HH076449,46759,Business
INC076450,HH076450,108097,Daily Wage
INC076451,HH076451,53838,Agriculture
INC076452,HH076452,65548,Agriculture
INC076453,HH076453,23154,Daily Wage
INC076454,HH076454,14728,Daily Wage
INC076455,HH076455,24207,Salary
INC076456,HH076456,76858,Business
INC076457,HH076457,34221,Business
INC076458,HH076458,39959,Agriculture
INC076459,HH076459,51578,Business
INC076460,HH076460,115048,Salary
INC076461,HH076461,78498,Salary
INC076462,HH076462,48674,Salary
INC076463,HH076463,112338,Daily Wage
INC076464,HH076464,87167,Business
INC076465,HH076465,44603,Business
INC076466,HH076466,63276,Business
INC076467,HH076467,73192,Salary
INC076468,HH076468,29235,Agriculture
INC076469,HH076469,24214,Daily Wage
INC076470,HH076470,52667,Salary
INC076471,HH076471,13405,Daily Wage
INC076472,HH076472,60863,Daily Wage
INC076473,HH076473,117369,Business
INC076474,HH076474,111313,Agriculture
INC076475,HH076475,94803,Daily Wage
INC076476,HH076476,35439,Salary
INC076477,HH076477,54842,Agriculture
INC076478,HH076478,107699,Business
INC076479,HH076479,89332,Agriculture
INC076480,HH076480,16236,Salary
INC076481,HH076481,8088,Agriculture
INC076482,HH076482,108109,Business
INC076483,HH076483,46009,Daily Wage
INC076484,HH076484,118610,Business
INC076485,HH076485,85025,Agriculture
INC076486,HH076486,70069,Business
INC076487,HH076487,74242,Business
INC076488,HH076488,92030,Salary
INC076489,HH076489,15285,Agriculture
INC076490,HH076490,37557,Salary
INC076491,HH076491,33041,Agriculture
INC076492,HH076492,18966,Salary
INC076493,HH076493,17000,Daily Wage
INC076494,HH076494,90884,Agriculture
INC076495,HH076495,40916,Daily Wage
INC076496,HH076496,41921,Salary
INC076497,HH076497,82746,Agriculture
INC076498,HH076498,17656,Agriculture
INC076499,HH076499,55162,Business
INC076500,HH076500,44226,Agriculture
INC076501,HH076501,92854,Agriculture
INC076502,HH076502,87596,Agriculture
INC076503,HH076503,75396,Salary
INC076504,HH076504,92236,Daily Wage
INC076505,HH076505,115469,Agriculture
INC076506,HH076506,106556,Agriculture
INC076507,HH076507,100031,Agriculture
INC076508,HH076508,16429,Daily Wage
INC076509,HH076509,97165,Salary
INC076510,HH076510,119890,Agriculture
INC076511,HH076511,70219,Business
INC076512,HH076512,52126,Daily Wage
INC076513,HH076513,45331,Daily Wage
INC076514,HH076514,52959,Salary
INC076515,HH076515,54027,Agriculture
INC076516,HH076516,49836,Salary
INC076517,HH076517,100033,Agriculture
INC076518,HH076518,86839,Business
INC076519,HH076519,19982,Agriculture
INC076520,HH076520,23879,Daily Wage
INC076521,HH076521,47458,Business
INC076522,HH076522,97044,Salary
INC076523,HH076523,77247,Business
INC076524,HH076524,80539,Salary
INC076525,HH076525,78356,Salary
INC076526,HH076526,97540,Agriculture
INC076527,HH076527,78155,Daily Wage
INC076528,HH076528,55961,Agriculture
INC076529,HH076529,40303,Agriculture
INC076530,HH076530,49965,Salary
INC076531,HH076531,39654,Daily Wage
INC076532,HH076532,102381,Business
INC076533,HH076533,48560,Agriculture
INC076534,HH076534,31728,Daily Wage
INC076535,HH076535,36309,Salary
INC076536,HH076536,38253,Agriculture
INC076537,HH076537,41126,Daily Wage
INC076538,HH076538,104818,Daily Wage
INC076539,HH076539,107173,Daily Wage
INC076540,HH076540,111852,Daily Wage
INC076541,HH076541,12283,Business
INC076542,HH076542,102817,Daily Wage
INC076543,HH076543,76348,Agriculture
INC076544,HH076544,67279,Daily Wage
INC076545,HH076545,106173,Agriculture
INC076546,HH076546,104004,Business
INC076547,HH076547,83914,Agriculture
INC076548,HH076548,88655,Business
INC076549,HH076549,12907,Daily Wage
INC076550,HH076550,22666,Salary
INC076551,HH076551,60722,Daily Wage
INC076552,HH076552,29124,Salary
INC076553,HH076553,68882,Daily Wage
INC076554,HH076554,34957,Business
INC076555,HH076555,63495,Daily Wage
INC076556,HH076556,70844,Daily Wage
INC076557,HH076557,64911,Salary
INC076558,HH076558,116551,Salary
INC076559,HH076559,23662,Salary
INC076560,HH076560,52327,Daily Wage
INC076561,HH076561,102267,Business
INC076562,HH076562,87720,Daily Wage
INC076563,HH076563,17790,Agriculture
INC076564,HH076564,27876,Business
INC076565,HH076565,103302,Salary
INC076566,HH076566,103993,Agriculture
INC076567,HH076567,100334,Salary
INC076568,HH076568,12675,Business
INC076569,HH076569,73125,Agriculture
INC076570,HH076570,107866,Business
INC076571,HH076571,32809,Business
INC076572,HH076572,119127,Business
INC076573,HH076573,48994,Salary
INC076574,HH076574,96940,Business
INC076575,HH076575,35376,Salary
INC076576,HH076576,38260,Daily Wage
INC076577,HH076577,70375,Agriculture
INC076578,HH076578,79812,Daily Wage
INC076579,HH076579,39254,Agriculture
INC076580,HH076580,41702,Business
INC076581,HH076581,69918,Business
INC076582,HH076582,77621,Salary
INC076583,HH076583,111099,Salary
INC076584,HH076584,57042,Business
INC076585,HH076585,30385,Agriculture
INC076586,HH076586,68113,Daily Wage
INC076587,HH076587,109997,Salary
INC076588,HH076588,91493,Business
INC076589,HH076589,82577,Business
INC076590,HH076590,28412,Daily Wage
INC076591,HH076591,51589,Agriculture
INC076592,HH076592,28576,Business
INC076593,HH076593,95760,Agriculture
INC076594,HH076594,17776,Agriculture
INC076595,HH076595,75583,Daily Wage
INC076596,HH076596,44550,Agriculture
INC076597,HH076597,86317,Business
INC076598,HH076598,72218,Business
INC076599,HH076599,17646,Business
INC076600,HH076600,44323,Agriculture
INC076601,HH076601,63848,Agriculture
INC076602,HH076602,73520,Agriculture
INC076603,HH076603,60915,Agriculture
INC076604,HH076604,33991,Business
INC076605,HH076605,104463,Business
INC076606,HH076606,35991,Daily Wage
INC076607,HH076607,31634,Business
INC076608,HH076608,103000,Salary
INC076609,HH076609,24301,Business
INC076610,HH076610,37016,Agriculture
INC076611,HH076611,70070,Daily Wage
INC076612,HH076612,117243,Agriculture
INC076613,HH076613,71213,Business
INC076614,HH076614,60272,Daily Wage
INC076615,HH076615,72828,Salary
INC076616,HH076616,81490,Daily Wage
INC076617,HH076617,51658,Daily Wage
INC076618,HH076618,51348,Salary
INC076619,HH076619,11925,Salary
INC076620,HH076620,69869,Business
INC076621,HH076621,96332,Daily Wage
INC076622,HH076622,14014,Agriculture
INC076623,HH076623,21322,Salary
INC076624,HH076624,108254,Salary
INC076625,HH076625,62180,Agriculture
INC076626,HH076626,107382,Business
INC076627,HH076627,16734,Agriculture
INC076628,HH076628,90380,Salary
INC076629,HH076629,27893,Business
INC076630,HH076630,19100,Salary
INC076631,HH076631,60070,Salary
INC076632,HH076632,102869,Salary
INC076633,HH076633,115349,Business
INC076634,HH076634,33962,Salary
INC076635,HH076635,82968,Business
INC076636,HH076636,91509,Daily Wage
INC076637,HH076637,112465,Salary
INC076638,HH076638,100281,Business
INC076639,HH076639,108883,Daily Wage
INC076640,HH076640,17525,Salary
INC076641,HH076641,54821,Salary
INC076642,HH076642,82963,Agriculture
INC076643,HH076643,73413,Salary
INC076644,HH076644,106428,Business
INC076645,HH076645,53476,Agriculture
INC076646,HH076646,26558,Business
INC076647,HH076647,18012,Salary
INC076648,HH076648,119482,Daily Wage
INC076649,HH076649,41090,Daily Wage
INC076650,HH076650,40790,Business
INC076651,HH076651,22178,Salary
INC076652,HH076652,73999,Business
INC076653,HH076653,14110,Daily Wage
INC076654,HH076654,119276,Salary
INC076655,HH076655,104615,Business
INC076656,HH076656,50800,Agriculture
INC076657,HH076657,10297,Business
INC076658,HH076658,46090,Salary
INC076659,HH076659,58588,Agriculture
INC076660,HH076660,98965,Agriculture
INC076661,HH076661,90752,Agriculture
INC076662,HH076662,41826,Agriculture
INC076663,HH076663,41007,Business
INC076664,HH076664,56525,Agriculture
INC076665,HH076665,12987,Business
INC076666,HH076666,116710,Daily Wage
INC076667,HH076667,76550,Daily Wage
INC076668,HH076668,51880,Salary
INC076669,HH076669,100557,Salary
INC076670,HH076670,29093,Business
INC076671,HH076671,34969,Daily Wage
INC076672,HH076672,20242,Business
INC076673,HH076673,76825,Salary
INC076674,HH076674,76403,Agriculture
INC076675,HH076675,87777,Salary
INC076676,HH076676,111322,Daily Wage
INC076677,HH076677,92230,Agriculture
INC076678,HH076678,72526,Daily Wage
INC076679,HH076679,109144,Daily Wage
INC076680,HH076680,101316,Business
INC076681,HH076681,99483,Agriculture
INC076682,HH076682,64426,Agriculture
INC076683,HH076683,118116,Agriculture
INC076684,HH076684,85495,Business
INC076685,HH076685,37395,Daily Wage
INC076686,HH076686,23657,Daily Wage
INC076687,HH076687,101559,Salary
INC076688,HH076688,112633,Daily Wage
INC076689,HH076689,43099,Salary
INC076690,HH076690,63553,Agriculture
INC076691,HH076691,23931,Salary
INC076692,HH076692,9101,Agriculture
INC076693,HH076693,78029,Agriculture
INC076694,HH076694,24104,Daily Wage
INC076695,HH076695,31863,Business
INC076696,HH076696,60005,Business
INC076697,HH076697,35750,Business
INC076698,HH076698,24877,Salary
INC076699,HH076699,77588,Daily Wage
INC076700,HH076700,76907,Business
INC076701,HH076701,28553,Salary
INC076702,HH076702,91359,Agriculture
INC076703,HH076703,17280,Salary
INC076704,HH076704,112470,Business
INC076705,HH076705,32032,Salary
INC076706,HH076706,13506,Daily Wage
INC076707,HH076707,91335,Agriculture
INC076708,HH076708,88745,Agriculture
INC076709,HH076709,57239,Business
